google_address,Predicted AirBNB Price,Zillow List Price,Bathrooms,Bedrooms,Zipcode,Neighborhood,Lat,Long
342 Northeast 74th Avenue,110.07341071789493,550000,3.0,3.0,97213,Montavilla,45.52531052,-122.5865173
13707 Northeast Fremont Court,206.4124521308268,650000,3.0,5.0,97230,Argay,45.54756546,-122.5216522
9715 Southwest Quail Post Road,109.2022019541331,575000,3.0,3.0,97219,Markham,45.4549675,-122.7034073
6019 North Omaha Avenue,11.064786444780864,505800,1.0,2.0,97217,North Portland,45.56671906,-122.6906586
3118 Northeast Rosa Parks Way,103.95673999651382,615000,3.0,3.0,97211,Concordia,45.56978989,-122.6334305
4441 South Flower Street,106.11291949425438,565000,3.0,3.0,97221,Hayhurst,45.48320389,-122.7228851
7628 North Edison Street,56.20386105344788,560000,1.0,3.0,97203,Cathedral Park,45.58369446,-122.7475586
310 North Ivy Street,134.3862362357243,570000,4.0,3.0,97227,North Portland,45.54732895,-122.669693
6522 North Curtis Avenue,11.064786444780864,525000,1.0,2.0,97217,North Portland,45.57036972,-122.6979446
6029 South Hood Avenue,115.13319008038519,525000,3.0,3.0,97239,Southwest Portland,45.48005676,-122.675148
865 Southwest 90th Avenue,155.82103457943205,598000,3.0,4.0,97225,Cedar Mill,45.51334,-122.7697906
3539 Northeast 69th Avenue,90.74182431796211,580000,2.0,3.0,97213,Roseway,45.54885864,-122.5925751
4401 Northeast 42nd Avenue,87.87450556057817,551000,2.0,3.0,97218,Northeast Portland,45.55466843,-122.6207504
7422 North Hurst Avenue,64.29700670730267,515000,1.0,3.0,97203,North Portland,45.5766449,-122.7087402
3730 Southeast 73rd Avenue,105.50892258514635,643000,3.0,3.0,97206,Foster - Powell,45.49505997,-122.5876541
3076 Southwest Flower Terrace,91.5527022121786,565000,2.0,3.0,97239,Southwest Portland,45.48247528,-122.7086411
6211 North Vancouver Avenue,34.64527431298744,493000,2.0,2.0,97217,North Portland,45.56751251,-122.6690903
735 Southwest Caldew Drive,115.67671847721694,500000,3.0,3.0,97219,Southwest Portland,45.47224426,-122.686264
4742 North Depauw Street,11.445256322563097,540000,1.0,2.0,97203,North Portland,45.57765961,-122.7183228
4405 Northeast 74th Avenue,14.173703965808016,503000,1.0,2.0,97218,Roseway,45.5546875,-122.5870438
9540 Southwest 62nd Drive,15.663992356064199,505000,1.0,2.0,97219,Southwest Portland,45.45679855,-122.7396088
2316 Southeast 38th Avenue,37.15474726866864,603500,2.0,2.0,97214,Richmond,45.50589752,-122.6235504
6818 North Concord Avenue,11.064786444780864,560000,1.0,2.0,97217,North Portland,45.5719986,-122.6840286
3728 Northeast 8th Avenue,84.59797717673942,515000,2.0,3.0,97212,King,45.5498848,-122.6573563
11610 Northeast Flanders Street,135.61368707197533,520000,2.0,4.0,97220,Hazelwood,45.52510071,-122.543869
11042 Southwest 51st Avenue,105.70743231523097,478000,2.5,3.0,97219,West Portland Park,45.44548798,-122.7288132
2606 North Farragut Street,63.916536829520446,580000,1.0,3.0,97217,North Portland,45.57894135,-122.6938705
6352 Northeast Mallory Avenue,111.64522836767587,641000,3.0,3.0,97211,Northeast Portland,45.5685463,-122.6633377
3940 Southwest Huber Street,117.49767624933426,518500,3.0,3.0,97219,West Portland Park,45.45193863,-122.7177124
7052 North Albina Avenue,87.49702469772703,608000,2.0,3.0,97217,North Portland,45.57416153,-122.6744919
1217 Southwest Hume Court,92.09623060901035,525000,2.0,3.0,97219,Southwest Portland,45.46508789,-122.6908569
13810 Southeast Tenino Street,112.38211836106078,520000,3.0,3.0,97236,Pleasant Valley,45.46330261,-122.5242767
1906 Southwest Pendleton Street,15.120463959232453,530000,1.0,2.0,97239,Southwest Portland,45.48052597,-122.6976089
3306 Southeast 31st Avenue,90.33261469150727,630000,2.0,3.0,97202,Richmond,45.49892807,-122.6332474
9501 Southwest 46th Avenue,92.09623060901035,530000,2.0,3.0,97219,Southwest Portland,45.45666885,-122.724617
5412 Southeast Holgate Boulevard,68.46437891605167,500000,1.0,3.0,97206,Southeast Portland,45.49010468,-122.6067886
7033 Southwest 52nd Avenue,62.82496809247736,530000,3.0,2.0,97219,Southwest Portland,45.47356033,-122.730835
4735 Southeast 49th Avenue,92.04486678425826,550000,2.0,3.0,97206,Southeast Portland,45.4879303,-122.6119537
8121 Southwest 9th Avenue,39.244480224270774,590000,2.0,2.0,97219,Southwest Portland,45.46562576,-122.6879578
10214 Southwest 36th Court,170.34942663407384,595000,3.0,4.0,97219,West Portland Park,45.45114517,-122.713768
1921 Southwest Primrose Street,109.2022019541331,630000,3.0,3.0,97219,Markham,45.45998383,-122.6980133
5353 Southeast 38th Avenue,90.1302860501609,553000,2.0,3.0,97202,Reed,45.48387909,-122.6239243
4115 Northeast 69th Avenue,14.173703965808016,514000,1.0,2.0,97218,Roseway,45.55274963,-122.5925369
7282 Southwest Capitol Hill Road,144.94798099374992,525000,2.0,4.0,97219,Southwest Portland,45.47151566,-122.697464
6022 Southeast Woodstock Boulevard,86.98665075059901,585000,2.0,3.0,97206,Mount Scott - Arleta,45.47895432,-122.601532
10410 Southwest 46th Place,193.9299145022804,575000,4.0,4.0,97219,West Portland Park,45.45041275,-122.7246552
8706 Southwest 11th Avenue,115.67671847721694,510000,3.0,3.0,97219,Southwest Portland,45.46195221,-122.6897278
3726 Southeast Lafayette Court,57.3438450006945,500000,1.0,3.0,97202,Creston - Kenilworth,45.49591446,-122.6244888
1843 Southwest Moss Street,92.09623060901035,570000,2.0,3.0,97219,Southwest Portland,45.46786118,-122.6970215
2101 Fairway Drive,80.98323805234635,505000,2.0,3.0,97211,East Columbia,45.59078598,-122.6439743
9501 Southwest 8th Drive,92.09623060901035,595000,2.0,3.0,97219,Southwest Portland,45.45612335,-122.6896896
3645 Southeast Center Street,80.92433286890108,580000,2.0,3.0,97202,Creston - Kenilworth,45.49427032,-122.6255798
7333 Southeast 46th Avenue,102.47399296495081,520000,3.0,3.0,97206,Brentwood-Darlington,45.46998215,-122.6152649
7404 Southwest 53rd Avenue,15.663992356064199,575000,1.0,2.0,97219,Southwest Portland,45.47132492,-122.7313995
10377 Northwest Alpenglow Way,79.28009064711955,600000,2.0,3.0,97229,Cedar Mill,45.52261734,-122.7835159
4103 Southwest Alfred Street,93.91718838112769,487000,2.0,3.0,97219,West Portland Park,45.45127869,-122.7191162
4751 Southeast 59th Avenue,68.46437891605167,495475,1.0,3.0,97206,Southeast Portland,45.48802185,-122.602829
10815 Southwest 63rd Avenue,115.67671847721694,515000,3.0,3.0,97219,Southwest Portland,45.44742966,-122.7419281
3611 Southwest Vacuna Street,117.49767624933426,545000,3.0,3.0,97219,West Portland Park,45.44203949,-122.7141647
10151 Southeast Mill Court,168.20534083878854,530000,3.0,4.0,97216,Southeast Portland,45.51077271,-122.5585098
9282 Southwest 4th Avenue,115.67671847721694,610000,3.0,3.0,97219,Southwest Portland,45.45782089,-122.6824799
4747 Southwest 26th Drive,15.120463959232453,516000,1.0,2.0,97239,Southwest Portland,45.48857117,-122.7041473
7716 Southeast Grant Street,139.29032039474475,585000,2.0,4.0,97215,Montavilla,45.50699997,-122.5830231
8241 Southwest Terwilliger Boulevard,115.67671847721694,549000,3.0,3.0,97219,Southwest Portland,45.46494293,-122.6837769
2235 Southeast 60th Avenue,38.94852862094439,600000,2.0,2.0,97215,Southeast Portland,45.50680161,-122.6020355
4411 Southeast Windsor Court,66.64342114393435,555000,1.0,3.0,97206,Richmond,45.50488663,-122.6167755
3115 Southwest Hamilton Street,115.13319008038519,560000,3.0,3.0,97239,Southwest Portland,45.49077606,-122.7087173
7715 Southeast 21st Avenue,92.15357246362461,650000,2.0,3.0,97202,Southeast Portland,45.46915054,-122.643486
3926 Southeast Lambert Street,15.721334210678464,503250,1.0,2.0,97202,Southeast Portland,45.46686172,-122.6219406
6314 Southwest Boundary Street,82.53243162604781,606314,2.0,3.0,97221,Hayhurst,45.48566055,-122.7419815
4816 Southeast Sherman Street,142.83107161830623,500000,2.0,4.0,97215,Richmond,45.50647354,-122.6128311
1506 Southwest Spring Garden Street,9.189475832980364,479000,1.0,2.0,97219,Markham,45.46325302,-122.6938248
4335 Southwest Cullen Boulevard,235.3969081319401,650000,4.0,5.0,97221,Hayhurst,45.48430252,-122.7217789
4042 Southeast 67th Avenue,5.496196463993613,480000,1.0,2.0,97206,Foster - Powell,45.4934082,-122.594017
6915 Southwest Terwilliger Boulevard,15.663992356064199,530000,1.0,2.0,97219,Southwest Portland,45.47399139,-122.6847916
3636 Southwest Patton Road,15.609639516381037,580000,1.0,2.0,97221,Southwest Portland,45.5008812,-122.7145996
7723 Southeast 119th Court,111.56682576581314,511000,3.0,3.0,97266,Pleasant Valley,45.46717453,-122.5403061
11445 Southwest 51st Avenue,115.67671847721694,570000,3.0,3.0,97219,Southwest Portland,45.44267654,-122.729393
4928 Southwest Pomona Street,168.52846886195653,629900,3.0,4.0,97219,Southwest Portland,45.44515228,-122.7278442
10701 Southwest 41st Avenue,41.0654379963881,568900,2.0,2.0,97219,West Portland Park,45.44823074,-122.7195053
6334 North Depauw Street,193.5809953449884,630000,2.0,5.0,97203,North Portland,45.58278275,-122.7330322
9316 Southeast Salmon Court,139.26314397490316,530000,2.0,4.0,97216,Montavilla,45.51353455,-122.5672226
10906 Southwest 65th Avenue,92.09623060901035,555000,2.0,3.0,97219,Southwest Portland,45.44675446,-122.7433624
3128 Southwest 11th Avenue,62.28143969564561,532000,3.0,2.0,97239,Southwest Portland,45.5000267,-122.6907806
926 Southwest Dolph Street,144.94798099374992,550000,2.0,4.0,97219,Southwest Portland,45.46167755,-122.6881866
1118 Southeast Harrison Street,83.83547409234396,580000,2.0,3.0,97214,Hosford-Abernethy,45.50849533,-122.6542892
5205 Southeast Taggart Court,15.51146421063892,480000,1.0,2.0,97206,South Tabor,45.50217056,-122.6087952
4812 Southwest 39th Drive,68.4613899011206,583000,1.0,3.0,97221,Southwest Portland,45.48823166,-122.71772
4550 Southwest Wood Parkway,92.09623060901035,489900,2.0,3.0,97219,Southwest Portland,45.4552002,-122.7240524
16063 Southeast Flavel Drive,165.23386874580035,530000,3.0,4.0,97236,Pleasant Valley,45.47193146,-122.4982529
3708 Southwest Patton Road,15.609639516381037,577000,1.0,2.0,97221,Southwest Portland,45.50059509,-122.7150497
4925 Southwest Comus Street,41.0654379963881,480000,2.0,2.0,97219,West Portland Park,45.44701385,-122.7276917
11502 Southeast Lexington Street,111.56682576581314,570000,3.0,3.0,97266,Pleasant Valley,45.46577454,-122.5444565
4213 Northeast 25th Avenue,64.4842526312627,640000,1.0,3.0,97211,Northeast Portland,45.55391312,-122.6402664
1670 Southwest Sunset Boulevard,144.4044525969182,648000,2.0,4.0,97239,Southwest Portland,45.48032379,-122.6955414
6731 Southwest 11th Drive,92.09623060901035,650000,2.0,3.0,97219,Southwest Portland,45.47548676,-122.6897964
6620 South Virginia Avenue,115.13319008038519,540000,3.0,3.0,97239,Southwest Portland,45.4762764,-122.6735687
1019 Northwest Joy Avenue,79.28009064711955,530000,2.0,3.0,97229,Cedar Mill,45.52734756,-122.8117752
3825 Southeast Steele Street,113.7107739183675,550000,3.0,3.0,97202,Reed,45.48487854,-122.6230621
3718 Southeast 151st Avenue,102.77150789710821,540000,3.0,3.0,97236,Centennial,45.49547195,-122.5067673
10810 Southwest 61st Avenue,115.67671847721694,627500,3.0,3.0,97219,Southwest Portland,45.44746399,-122.7392426
5825 Southeast 65th Avenue,216.27063938828474,565000,3.0,5.0,97206,Mount Scott - Arleta,45.48059464,-122.5972519
6526 Southwest 50th Avenue,82.53243162604781,633500,2.0,3.0,97221,Hayhurst,45.47710419,-122.7279892
9215 Southwest 45th Drive,92.09623060901035,650000,2.0,3.0,97219,Southwest Portland,45.45869064,-122.7271042
2704 Southeast Brooklyn Street,84.161591130443,525000,2.0,3.0,97202,Hosford-Abernethy,45.50101852,-122.6385422
01 Southwest Richardson Street,62.28143969564561,518888,3.0,2.0,97239,Southwest Portland,45.48734665,-122.6777725
11514 Southwest 55th Avenue,144.94798099374992,555000,2.0,4.0,97219,Southwest Portland,45.44223785,-122.7330475
4232 Southwest Carson Street,39.244480224270774,529900,2.0,2.0,97219,Southwest Portland,45.46387863,-122.7213516
3239 Southwest Nebraska Street,82.04325606889923,545000,2.0,3.0,97239,Hayhurst,45.47768784,-122.7102356
2711 Southeast 62nd Avenue,91.94370246358507,650000,2.0,3.0,97206,South Tabor,45.50292587,-122.5996857
2225 Northeast 80th Avenue,88.01038765978612,621000,2.0,3.0,97213,Northeast Portland,45.53849792,-122.5812454
5230 Southwest Custer Street,92.09623060901035,625000,2.0,3.0,97219,Southwest Portland,45.46954727,-122.7315216
1314 Southwest Freeman Street,162.05395233887268,635000,3.0,4.0,97219,Markham,45.46266556,-122.6920166
4603 Southeast 66th Avenue,52.65717220040678,485000,3.0,2.0,97206,Foster - Powell,45.48954773,-122.595192
5851 Northeast 18th Avenue,93.62877813649446,600000,2.0,3.0,97211,Vernon,45.56528854,-122.647316
6224 Southwest 27th Avenue,167.98494046512477,615000,3.0,4.0,97239,Southwest Portland,45.47857666,-122.7040405
7333 Southeast 18th Avenue,15.721334210678464,601000,1.0,2.0,97202,Southeast Portland,45.47146225,-122.6467438
2839 Southwest Custer Street,15.663992356064199,545000,1.0,2.0,97219,Southwest Portland,45.47002792,-122.7065659
1915 Northeast Junior Street,94.94391430524587,605000,2.0,3.0,97211,Woodlawn,45.57138443,-122.6456528
5138 Southeast 36th Place,166.56252430310707,515000,3.0,4.0,97202,Reed,45.4855957,-122.6253738
1010 Southwest Taylors Ferry Road,39.244480224270774,530000,2.0,2.0,97219,Southwest Portland,45.46307755,-122.6887894
5645 Southwest Idaho Street,82.53243162604781,625000,2.0,3.0,97221,Hayhurst,45.47737122,-122.7352448
809 Southeast 15th Avenue,49.91065282484445,646000,3.0,2.0,97214,Buckman Neighborhood,45.51702118,-122.6508865
2515 Southwest Abigail Court,168.52846886195653,616500,3.0,4.0,97219,Southwest Portland,45.44387436,-122.7029648
1233 South Gaines Street,115.13319008038519,610000,3.0,3.0,97239,Southwest Portland,45.49721146,-122.6931992
3721 Southwest Arnold Street,117.49767624933426,615000,3.0,3.0,97219,West Portland Park,45.44488144,-122.7156372
5824 Southeast Francis Street,81.92843471693976,550000,2.0,3.0,97206,Foster - Powell,45.49438095,-122.6029053
8016 Southwest 61st Avenue,144.94798099374992,615000,2.0,4.0,97219,Southwest Portland,45.46678162,-122.7385864
837 Northeast 78th Avenue,110.07341071789493,525000,3.0,3.0,97213,Montavilla,45.52891541,-122.5831375
1750 Southwest Moss Street,144.94798099374992,565000,2.0,4.0,97219,Southwest Portland,45.4674263,-122.6961746
552 South Vermont Street,62.82496809247736,529000,3.0,2.0,97219,Southwest Portland,45.4756012,-122.6727982
4405 Southwest Marigold Street,92.09623060901035,480000,2.0,3.0,97219,Southwest Portland,45.46073532,-122.7222519
3930 Southwest Huber Street,199.62068915060684,517500,2.0,5.0,97219,West Portland Park,45.45157623,-122.717453
3926 North Gantenbein Avenue,110.80574836751774,626500,3.0,3.0,97227,North Portland,45.55124664,-122.6687012
3035 Southeast 9th Avenue,155.7379419910763,616000,3.0,4.0,97202,Brooklyn,45.50095749,-122.6571045
4050 Southwest Fairvale Drive,135.38418201078738,567500,2.0,4.0,97221,Hayhurst,45.48459625,-122.7194824
6609 Northeast Beech Street,167.17406257090826,580000,3.0,4.0,97213,Roseway,45.54978561,-122.594986
7307 North Wall Avenue,87.87749457550925,525000,2.0,3.0,97203,North Portland,45.58267212,-122.7314606
9228 Southwest 29th Avenue,162.05395233887268,625000,3.0,4.0,97219,Markham,45.45806122,-122.7063217
3823 Southeast 27th Avenue,57.3438450006945,525000,1.0,3.0,97202,Creston - Kenilworth,45.4950943,-122.6389008
6710 Southwest 60th Avenue,15.663992356064199,490000,1.0,2.0,97219,Southwest Portland,45.47620392,-122.7383575
4783 North Girard Street,164.30973282845542,565000,3.0,4.0,97203,North Portland,45.58187485,-122.7166977
4134 South Flower Street,82.53243162604781,625000,2.0,3.0,97221,Hayhurst,45.48262787,-122.7202682
4140 South Dakota Street,82.53243162604781,650000,2.0,3.0,97221,Hayhurst,45.47731018,-122.7198181
1425 Southeast 46th Avenue,121.98202040827563,550000,1.0,4.0,97215,Sunnyside,45.51242065,-122.6153183
7120 Northeast 13th Avenue,171.37615255819202,631000,3.0,4.0,97211,Woodlawn,45.57453156,-122.6514893
6835 North Concord Avenue,87.49702469772703,550000,2.0,3.0,97217,North Portland,45.57226181,-122.6845703
6854 Northwest 167th Avenue,215.8479103732746,649000,3.0,5.0,97229,North Bethany,45.56912613,-122.8489227
7164 Southeast 122nd Avenue,153.44362481169705,549200,2.5,4.0,97236,Pleasant Valley,45.4706955,-122.5360031
5411 Southwest Dolph Drive,115.67671847721694,562500,3.0,3.0,97219,Southwest Portland,45.46128464,-122.7337418
1423 Southwest Hume Street,168.52846886195653,545000,3.0,4.0,97219,Southwest Portland,45.46576309,-122.6934357
8627 Southeast Stephens Street,62.830905721957,490000,1.0,3.0,97216,Montavilla,45.50956345,-122.5745621
6924 Southwest 31st Avenue,15.663992356064199,485000,1.0,2.0,97219,Southwest Portland,45.4738884,-122.7083511
16987 Northwest Madrone Street,239.42839824148118,575000,4.0,5.0,97229,North Bethany,45.57529831,-122.8525314
3733 Northeast 21st Avenue,67.39084151094349,610000,1.0,3.0,97212,Sabin,45.54998016,-122.6445313
14506 Southeast Carol Avenue,85.7335464229549,530000,2.0,3.0,97267,North Clackamas,45.41804886,-122.5828781
6630 Northeast Mason Street,90.60594221875417,555000,2.0,3.0,97218,Roseway,45.55231094,-122.594574
9713 Southwest Quail Post Road,85.62171408592653,550000,2.0,3.0,97219,Markham,45.45481491,-122.7036133
3003 Southwest Flower Terrace,167.98494046512477,480000,3.0,4.0,97239,Southwest Portland,45.48317337,-122.708313
10005 Southwest 49th Court,92.09623060901035,565000,2.0,3.0,97219,Southwest Portland,45.45327759,-122.7280579
4323 Southeast Anderegg Drive,114.81006205721721,515000,3.0,3.0,97236,Southeast Portland,45.49132919,-122.4927979
6610 Southwest 36th Avenue,82.53243162604781,612000,2.0,3.0,97221,Hayhurst,45.47668457,-122.7139969
2923 Southeast 54th Avenue,91.94370246358507,605000,2.0,3.0,97206,South Tabor,45.50096512,-122.6073456
4717 Southwest Vacuna Street,93.91718838112769,495000,2.0,3.0,97219,West Portland Park,45.44203186,-122.725708
10045 Southwest 35th Avenue,117.49767624933426,560000,3.0,3.0,97219,West Portland Park,45.45208359,-122.71315
3104 Northeast 26th Avenue,88.0375640796277,575000,2.0,3.0,97212,Northeast Portland,45.54531479,-122.6387787
3945 North Borthwick Avenue,87.22526049931115,550000,2.0,3.0,97227,North Portland,45.55150223,-122.6737289
4801 Southwest Julia Street,92.04187776932719,550000,2.0,3.0,97221,Southwest Portland,45.48803329,-122.7266388
9317 Southwest 54th Avenue,92.09623060901035,630000,2.0,3.0,97219,Southwest Portland,45.45806122,-122.7327271
3613 Southwest Coronado Street,170.34942663407384,630000,3.0,4.0,97219,West Portland Park,45.44306946,-122.714386
10535 Northeast Pacific Street,159.1941749401819,590000,3.0,4.0,97220,Hazelwood,45.5292511,-122.5540161
10382 Northwest Alpenglow Way,102.86057851532614,612000,3.0,3.0,97229,Cedar Mill,45.52266693,-122.784111
